epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,357.98,0.85067,0.47719,0.90628,0.94224,0.96625,0.9787,0.79778,0.76888,0.47519,0.85367,0.000549192,0.000549192,0.000549192
22,375.358,0.88654,0.48823,0.91467,0.92448,0.93114,0.9674,0.78236,0.74353,0.5635,0.85874,0.000547252,0.000547252,0.000547252
23,393.691,0.87866,0.48103,0.9136,0.95199,0.95282,0.97736,0.8021,0.73348,0.4716,0.84874,0.000545311,0.000545311,0.000545311
24,412.125,0.87057,0.4739,0.91214,0.95815,0.96852,0.98057,0.80124,0.7529,0.4588,0.85113,0.000543371,0.000543371,0.000543371
25,430.12,0.89041,0.48485,0.91622,0.93975,0.9546,0.977,0.7983,0.73398,0.51654,0.8493,0.00054143,0.00054143,0.00054143
26,448.624,0.86361,0.46183,0.91103,0.95869,0.93125,0.97943,0.80322,0.75444,0.46925,0.85135,0.00053949,0.00053949,0.00053949
27,469.476,0.86801,0.46576,0.91059,0.89937,0.92542,0.97228,0.78554,0.76625,0.53796,0.86408,0.00053755,0.00053755,0.00053755
28,494.593,0.88055,0.46764,0.91444,0.96397,0.9469,0.98259,0.80103,0.75881,0.46052,0.84991,0.000535609,0.000535609,0.000535609
29,516.154,0.85369,0.45372,0.9077,0.96613,0.9655,0.98076,0.80953,0.73651,0.42196,0.84948,0.000533669,0.000533669,0.000533669
30,538.019,0.84283,0.44999,0.90511,0.9347,0.96128,0.98139,0.80455,0.75067,0.47099,0.84916,0.000531728,0.000531728,0.000531728
31,557.458,0.83865,0.44424,0.90316,0.96506,0.93011,0.98082,0.8039,0.73234,0.48271,0.84587,0.000529788,0.000529788,0.000529788
32,577.992,0.84166,0.43501,0.90335,0.96528,0.96617,0.98537,0.8139,0.73739,0.41051,0.84786,0.000527848,0.000527848,0.000527848
33,597.797,0.81172,0.43671,0.89637,0.97364,0.94874,0.98758,0.81307,0.7213,0.42147,0.84858,0.000525907,0.000525907,0.000525907
34,616.572,0.83642,0.43198,0.90149,0.96133,0.95594,0.98335,0.81563,0.70393,0.45385,0.84619,0.000523967,0.000523967,0.000523967
35,634.493,0.83863,0.44809,0.89747,0.9678,0.95105,0.98342,0.81247,0.72417,0.45608,0.84603,0.000522026,0.000522026,0.000522026
36,653.597,0.85648,0.44769,0.90251,0.93645,0.94919,0.97496,0.808,0.7223,0.49716,0.84899,0.000520086,0.000520086,0.000520086
37,672.254,0.82159,0.43737,0.90099,0.96815,0.95924,0.98506,0.81205,0.71819,0.43276,0.8469,0.000518146,0.000518146,0.000518146
38,690.715,0.85734,0.44385,0.9017,0.97106,0.96448,0.9838,0.8135,0.70824,0.42022,0.84499,0.000516205,0.000516205,0.000516205
39,710.561,0.80903,0.42443,0.89954,0.95384,0.98297,0.98566,0.82157,0.7146,0.40359,0.84491,0.000514265,0.000514265,0.000514265
40,731.105,0.80858,0.42182,0.89671,0.96629,0.96327,0.98658,0.81929,0.71879,0.42516,0.84297,0.000512324,0.000512324,0.000512324
41,748.828,0.82384,0.42779,0.88866,0.94583,0.96287,0.98463,0.8149,0.71864,0.44141,0.84663,0.000510384,0.000510384,0.000510384
42,767.135,0.82507,0.42499,0.90154,0.95111,0.95574,0.98074,0.79845,0.76513,0.44102,0.85087,0.000508444,0.000508444,0.000508444
43,784.132,0.79928,0.42409,0.88476,0.95349,0.95604,0.97756,0.8164,0.71136,0.44794,0.84571,0.000506503,0.000506503,0.000506503
44,804.008,0.8066,0.41888,0.89429,0.94805,0.9529,0.97833,0.80664,0.70954,0.4611,0.8435,0.000504563,0.000504563,0.000504563
45,824.668,0.79929,0.4159,0.89176,0.96029,0.95592,0.98147,0.81656,0.72156,0.43101,0.84603,0.000502622,0.000502622,0.000502622
46,845.242,0.80001,0.41404,0.88685,0.96446,0.94798,0.97863,0.8127,0.71346,0.44318,0.84609,0.000500682,0.000500682,0.000500682
47,862.478,0.77871,0.41382,0.89029,0.95524,0.9667,0.98448,0.82091,0.69849,0.43631,0.84311,0.000498742,0.000498742,0.000498742
48,882.285,0.80055,0.41237,0.88735,0.96017,0.94087,0.98275,0.81824,0.7042,0.42629,0.84316,0.000496801,0.000496801,0.000496801
49,901.597,0.7906,0.41826,0.88611,0.93945,0.95328,0.97698,0.80483,0.7113,0.46598,0.84564,0.000494861,0.000494861,0.000494861
50,920.712,0.78222,0.403,0.88811,0.96948,0.97892,0.98429,0.82668,0.67692,0.39003,0.83757,0.00049292,0.00049292,0.00049292
51,940.93,0.7976,0.40384,0.88899,0.96867,0.97106,0.98575,0.82461,0.70264,0.3912,0.84358,0.00049098,0.00049098,0.00049098
52,961.948,0.77718,0.40643,0.88357,0.96384,0.95302,0.98355,0.82618,0.69518,0.42708,0.84378,0.00048904,0.00048904,0.00048904
53,980.999,0.7884,0.39741,0.88725,0.95545,0.96002,0.97667,0.81173,0.71668,0.43216,0.84715,0.000487099,0.000487099,0.000487099
54,999.556,0.78216,0.39528,0.89231,0.97105,0.95441,0.98636,0.82441,0.70322,0.39461,0.84337,0.000485159,0.000485159,0.000485159
55,1016.92,0.76252,0.39272,0.8764,0.96679,0.97982,0.98785,0.8225,0.69438,0.38176,0.8439,0.000483218,0.000483218,0.000483218
56,1034.92,0.7812,0.40108,0.89158,0.96623,0.96772,0.98273,0.82135,0.68538,0.401,0.84315,0.000481278,0.000481278,0.000481278
57,1054.18,0.7871,0.39697,0.89059,0.96082,0.96707,0.97556,0.80375,0.73597,0.41914,0.84292,0.000479338,0.000479338,0.000479338
58,1074.39,0.78251,0.40538,0.88418,0.96215,0.96769,0.97501,0.81602,0.69018,0.41221,0.84042,0.000477397,0.000477397,0.000477397
59,1093.3,0.76502,0.38594,0.88058,0.9606,0.96342,0.98046,0.8236,0.67863,0.37943,0.83923,0.000475457,0.000475457,0.000475457
60,1111.98,0.76702,0.39389,0.88529,0.95863,0.94942,0.97942,0.81679,0.69699,0.42859,0.8413,0.000473516,0.000473516,0.000473516
61,1130.95,0.79264,0.40297,0.89319,0.9622,0.95985,0.98019,0.81797,0.69729,0.42847,0.84545,0.000471576,0.000471576,0.000471576
62,1150.14,0.75958,0.38955,0.88354,0.97015,0.9674,0.98361,0.82378,0.68939,0.40038,0.84144,0.000469636,0.000469636,0.000469636
63,1169.02,0.76265,0.38925,0.87922,0.97127,0.96874,0.98606,0.82476,0.70208,0.37134,0.84381,0.000467695,0.000467695,0.000467695
64,1187.68,0.77344,0.39854,0.88577,0.96107,0.95463,0.98367,0.81675,0.69915,0.41157,0.84439,0.000465755,0.000465755,0.000465755
65,1207.3,0.76767,0.39064,0.87801,0.96221,0.95739,0.98361,0.82099,0.68806,0.39977,0.84538,0.000463814,0.000463814,0.000463814
